relative_path,category,word_arabic,word_arabic_stripped,variant,split
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فُقَّاعَةٌ.mp4,Diverse,فُقَّاعَةٌ,فقاعة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فُلْفُل.mp4,Diverse,فُلْفُل,فلفل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فُنْدُقٌ (إِشَارَة 1).mp4,Diverse,فُنْدُقٌ,فندق,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فُوطَةٌ (إِشَارَة 1).mp4,Diverse,فُوطَةٌ,فوطة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فُولٌ (إِشَارَة 1).mp4,Diverse,فُولٌ,فول,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِعْلٌ (إِشَارَة 1).mp4,Diverse,فِعْلٌ,فعل,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِكْرَةٌ.mp4,Diverse,فِكْرَةٌ,فكرة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِلَسْطِين.mp4,Diverse,فِلَسْطِين,فلسطين,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِنَاءٌ خَلْفِيٌّ (1).mp4,Diverse,فِنَاءٌ خَلْفِيٌّ (1),فناء خلفي (1),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِنَاءٌ خَلْفِيٌّ(1).mp4,Diverse,فِنَاءٌ خَلْفِيٌّ(1),فناء خلفي(1),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِنَاءٌ خَلْفِيٌّ(2).mp4,Diverse,فِنَاءٌ خَلْفِيٌّ(2),فناء خلفي(2),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِنَاءٌ خَلْفِيٌّ.mp4,Diverse,فِنَاءٌ خَلْفِيٌّ,فناء خلفي,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِنْجَانٌ (1).mp4,Diverse,فِنْجَانٌ (1),فنجان (1),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِنْجَانٌ(1).mp4,Diverse,فِنْجَانٌ(1),فنجان(1),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِنْجَانٌ.mp4,Diverse,فِنْجَانٌ,فنجان,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِي (إِشَارَة 1) (1).mp4,Diverse,فِي (إِشَارَة 1) (1),في (إشارة 1) (1),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِي (إِشَارَة 1)(1).mp4,Diverse,فِي (إِشَارَة 1)(1),في (إشارة 1)(1),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِي (إِشَارَة 1).mp4,Diverse,فِي,في,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِي (إِشَارَة 2) (1).mp4,Diverse,فِي (إِشَارَة 2) (1),في (إشارة 2) (1),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِي (إِشَارَة 2)(1).mp4,Diverse,فِي (إِشَارَة 2)(1),في (إشارة 2)(1),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِيتَامِينٌ (1).mp4,Diverse,فِيتَامِينٌ (1),فيتامين (1),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِيتَامِينٌ(1).mp4,Diverse,فِيتَامِينٌ(1),فيتامين(1),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِيتَامِينٌ.mp4,Diverse,فِيتَامِينٌ,فيتامين,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِيلاَّ (إِشَارَة 1) (1).mp4,Diverse,فِيلاَّ (إِشَارَة 1) (1),فيلا (إشارة 1) (1),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِيلاَّ (إِشَارَة 1)(1).mp4,Diverse,فِيلاَّ (إِشَارَة 1)(1),فيلا (إشارة 1)(1),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِيلاَّ (إِشَارَة 1).mp4,Diverse,فِيلاَّ,فيلا,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/فِيلٌ.mp4,Diverse,فِيلٌ,فيل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَادَ (1).mp4,Diverse,قَادَ (1),قاد (1),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَادَ(1).mp4,Diverse,قَادَ(1),قاد(1),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَادَ.mp4,Diverse,قَادَ,قاد,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَاسَ.mp4,Diverse,قَاسَ,قاس,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَاعَةٌ (1).mp4,Diverse,قَاعَةٌ (1),قاعة (1),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَاعَةٌ(1).mp4,Diverse,قَاعَةٌ(1),قاعة(1),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَاعَةٌ.mp4,Diverse,قَاعَةٌ,قاعة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَاعَةُ الدَّرْسِ (إِشَارَة 1).mp4,Diverse,قَاعَةُ الدَّرْسِ,قاعة الدرس,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَاعَةُ الْحَفَلَاتِ.mp4,Diverse,قَاعَةُ الْحَفَلَاتِ,قاعة الحفلات,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَالَ (إِشَارَة 1).mp4,Diverse,قَالَ,قال,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَانُونٌ.mp4,Diverse,قَانُونٌ,قانون,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَانُونُ السَّيْرِ.mp4,Diverse,قَانُونُ السَّيْرِ,قانون السير,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَائِدُ فَرِيقٍ.mp4,Diverse,قَائِدُ فَرِيقٍ,قائد فريق,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَبَضَ.mp4,Diverse,قَبَضَ,قبض,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَبَّلَ.mp4,Diverse,قَبَّلَ,قبل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَبْلَ.mp4,Diverse,قَبْلَ,قبل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَتَلَ.mp4,Diverse,قَتَلَ,قتل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَدَمٌ (إِشَارَة 1).mp4,Diverse,قَدَمٌ,قدم,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَدِيمٌ (الزَّمَنُ).mp4,Diverse,قَدِيمٌ (الزَّمَنُ),قديم (الزمن),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَدْ (إِشَارَة 1).mp4,Diverse,قَدْ,قد,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَذِرٌ.mp4,Diverse,قَذِرٌ,قذر,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَرٌّ.mp4,Diverse,قَرٌّ,قر,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَرَأَ.mp4,Diverse,قَرَأَ,قرأ,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَرِيبٌ (أَهْلٌ) (إِشَارَة 1).mp4,Diverse,قَرِيبٌ (أَهْلٌ),قريب (أهل),1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَرِيبٌ.mp4,Diverse,قَرِيبٌ,قريب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَرْنَبِيط.mp4,Diverse,قَرْنَبِيط,قرنبيط,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَصَبَةُ الْأَوْدَايَةِ.mp4,Diverse,قَصَبَةُ الْأَوْدَايَةِ,قصبة الأوداية,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَصْرٌ (إِشَارَة 1).mp4,Diverse,قَصْرٌ,قصر,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَطَعَ.mp4,Diverse,قَطَعَ,قطع,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَطْرَةُ مَطَر.mp4,Diverse,قَطْرَةُ مَطَر,قطرة مطر,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَفَزَ.mp4,Diverse,قَفَزَ,قفز,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَفَصُ الطُّيُورِ (إِشَارَة 1).mp4,Diverse,قَفَصُ الطُّيُورِ,قفص الطيور,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَلَمُ الرَّصَاصِ (إِشَارَة 1).mp4,Diverse,قَلَمُ الرَّصَاصِ,قلم الرصاص,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَلَمُ حِبْرٍ (إِشَارَة 1).mp4,Diverse,قَلَمُ حِبْرٍ,قلم حبر,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَلِقٌ (إِشَارَة 1).mp4,Diverse,قَلِقٌ,قلق,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَلِيل.mp4,Diverse,قَلِيل,قليل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَلْعَةٌ.mp4,Diverse,قَلْعَةٌ,قلعة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَمَرٌ (إِشَارَة 1).mp4,Diverse,قَمَرٌ,قمر,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَمَرٌ اصْطِنَاعِيٌّ (إِشَارَة 1).mp4,Diverse,قَمَرٌ اصْطِنَاعِيٌّ,قمر اصطناعي,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَمِيصٌ (إِشَارَة 1).mp4,Diverse,قَمِيصٌ,قميص,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَمِيصٌ قَصِيرُ الْأَكْمَامِ.mp4,Diverse,قَمِيصٌ قَصِيرُ الْأَكْمَامِ,قميص قصير الأكمام,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَنَاةُ الْقُرْآنِ.mp4,Diverse,قَنَاةُ الْقُرْآنِ,قناة القرآن,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَنْصٌ.mp4,Diverse,قَنْصٌ,قنص,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَهْوَةٌ (إِشَارَة 1).mp4,Diverse,قَهْوَةٌ,قهوة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَوِيٌّ.mp4,Diverse,قَوِيٌّ,قوي,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَوْسَان.mp4,Diverse,قَوْسَان,قوسان,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَوْسُ قُزَحٍ (إِشَارَة 1).mp4,Diverse,قَوْسُ قُزَحٍ,قوس قزح,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قَيْلُولَةٌ.mp4,Diverse,قَيْلُولَةٌ,قيلولة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قُبَّعَةٌ (إِشَارَة 1).mp4,Diverse,قُبَّعَةٌ,قبعة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قُضَاعٌ (وَجَعُ الْمَعِدَةِ).mp4,Diverse,قُضَاعٌ (وَجَعُ الْمَعِدَةِ),قضاع (وجع المعدة),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قُفَّةٌ (إِشَارَة 1).mp4,Diverse,قُفَّةٌ,قفة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قُنْفُذٌ (إِشَارَة 1).mp4,Diverse,قُنْفُذٌ,قنفذ,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِرْدٌ (إِشَارَة 1).mp4,Diverse,قِرْدٌ,قرد,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِسْمُ الْمُسْتَعْجَلَات.mp4,Diverse,قِسْمُ الْمُسْتَعْجَلَات,قسم المستعجلات,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِشْدَةٌ طَرِيَّةٌ.mp4,Diverse,قِشْدَةٌ طَرِيَّةٌ,قشدة طرية,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِصَّةٌ (إِشَارَة 1).mp4,Diverse,قِصَّةٌ,قصة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِطَارٌ.mp4,Diverse,قِطَارٌ,قطار,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِطَارُ الأَنْفَاقِ.mp4,Diverse,قِطَارُ الأَنْفَاقِ,قطار الأنفاق,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِطَّةٌ.mp4,Diverse,قِطَّةٌ,قطة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِلَادَةٌ.mp4,Diverse,قِلَادَةٌ,قلادة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِمَّةٌ.mp4,Diverse,قِمَّةٌ,قمة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِنِّينَةٌ زُجَاجِيَّةٌ (إِشَارَة 1).mp4,Diverse,قِنِّينَةٌ زُجَاجِيَّةٌ,قنينة زجاجية,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِنِّينَةُ بْلاَسْتِيكِيَّةٌ (إِشَارَة 1).mp4,Diverse,قِنِّينَةُ بْلاَسْتِيكِيَّةٌ,قنينة بلاستيكية,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِنِّينَةُ غَازٍ.mp4,Diverse,قِنِّينَةُ غَازٍ,قنينة غاز,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِيثَارَةٌ.mp4,Diverse,قِيثَارَةٌ,قيثارة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/قِيَاسُ السَّمْعِ.mp4,Diverse,قِيَاسُ السَّمْعِ,قياس السمع,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَامِيرَا فِيدْيُو (إِشَارَة 1).mp4,Diverse,كَامِيرَا فِيدْيُو,كاميرا فيديو,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَانَ.mp4,Diverse,كَانَ,كان,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَأْسٌ (إِشَارَة 1).mp4,Diverse,كَأْسٌ,كأس,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَبَحَ.mp4,Diverse,كَبَحَ,كبح,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَبِيرٌ.mp4,Diverse,كَبِيرٌ,كبير,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَتَبَ.mp4,Diverse,كَتَبَ,كتب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَتِفٌ.mp4,Diverse,كَتِفٌ,كتف,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَثِير.mp4,Diverse,كَثِير,كثير,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَسَرَ.mp4,Diverse,كَسَرَ,كسر,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَعْبٌ.mp4,Diverse,كَعْبٌ,كعب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَعْكَةٌ.mp4,Diverse,كَعْكَةٌ,كعكة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَفَّةُ الْمِيزَانِ.mp4,Diverse,كَفَّةُ الْمِيزَانِ,كفة الميزان,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَلِمَةٌ.mp4,Diverse,كَلِمَةٌ,كلمة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَلِمَةُ الْمُرُورِ (إِشَارَة 1).mp4,Diverse,كَلِمَةُ الْمُرُورِ,كلمة المرور,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَلْبٌ.mp4,Diverse,كَلْبٌ,كلب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَمَانٌ.mp4,Diverse,كَمَانٌ,كمان,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَمَّلَ.mp4,Diverse,كَمَّلَ,كمل,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَمْ (إِشَارَة 1).mp4,Diverse,كَمْ,كم,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَنِيسَةٌ.mp4,Diverse,كَنِيسَةٌ,كنيسة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَنْزَةٌ.mp4,Diverse,كَنْزَةٌ,كنزة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَهْرَبَائِيٌّ (إِشَارَة 1).mp4,Diverse,كَهْرَبَائِيٌّ,كهربائي,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَئِيبٌ.mp4,Diverse,كَئِيبٌ,كئيب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كَيْفَ (إِشَارَة 1).mp4,Diverse,كَيْفَ,كيف,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُرَةٌ الْقَدَمِ.mp4,Diverse,كُرَةٌ الْقَدَمِ,كرة القدم,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُرَةٌ.mp4,Diverse,كُرَةٌ,كرة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُرَةُ السَّلَّةِ.mp4,Diverse,كُرَةُ السَّلَّةِ,كرة السلة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُرَةُ الْمَضْرَبِ.mp4,Diverse,كُرَةُ الْمَضْرَبِ,كرة المضرب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُرَةُ الْيَدِ.mp4,Diverse,كُرَةُ الْيَدِ,كرة اليد,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُرْسِيٌّ عَالٍ.mp4,Diverse,كُرْسِيٌّ عَالٍ,كرسي عال,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُرْسِيٌّ هَزَّازٌ.mp4,Diverse,كُرْسِيٌّ هَزَّازٌ,كرسي هزاز,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُرْسِيٌّ.mp4,Diverse,كُرْسِيٌّ,كرسي,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُسُوفٌ (إِشَارَة 1).mp4,Diverse,كُسُوفٌ,كسوف,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُسْكُس.mp4,Diverse,كُسْكُس,كسكس,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُفْتَة.mp4,Diverse,كُفْتَة,كفتة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُلٌّ (إِشَارَة 1).mp4,Diverse,كُلٌّ,كل,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُلْمِيم‎‎.mp4,Diverse,كُلْمِيم‎‎,كلميم‎‎,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُنَّاشُ التَّعْرِيفِ وَالْحَالَةِ الْمَدَنِيَّةِ.mp4,Diverse,كُنَّاشُ التَّعْرِيفِ وَالْحَالَةِ الْمَدَنِيَّةِ,كناش التعريف والحالة المدنية,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُوبٌ (كَبِيرٌ).mp4,Diverse,كُوبٌ (كَبِيرٌ),كوب (كبير),,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كُولْفٌ.mp4,Diverse,كُولْفٌ,كولف,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كِتَابٌ.mp4,Diverse,كِتَابٌ,كتاب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كِسْوَةٌ.mp4,Diverse,كِسْوَةٌ,كسوة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كِيلُومِتْر.mp4,Diverse,كِيلُومِتْر,كيلومتر,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/كِيوِي (إِشَارَة 1).mp4,Diverse,كِيوِي,كيوي,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لاَحِقًا.mp4,Diverse,لاَحِقًا,لاحقا,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَبَنٌ.mp4,Diverse,لَبَنٌ,لبن,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَحْظَةٌ.mp4,Diverse,لَحْظَةٌ,لحظة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَحْمٌ (إِشَارَة 1).mp4,Diverse,لَحْمٌ,لحم,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَذِيذٌ (إِشَارَة 1).mp4,Diverse,لَذِيذٌ,لذيذ,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَطِيفٌ.mp4,Diverse,لَطِيفٌ,لطيف,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَعِبَ.mp4,Diverse,لَعِبَ,لعب,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَكَ (إِشَارَة 1).mp4,Diverse,لَكَ,لك,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَكْمَةٌ.mp4,Diverse,لَكْمَةٌ,لكمة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَمَحَ.mp4,Diverse,لَمَحَ,لمح,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَمَسَ (إِشَارَة 1).mp4,Diverse,لَمَسَ,لمس,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَمْ (إِشَارَة 1).mp4,Diverse,لَمْ,لم,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَنْ (إِشَارَة 1).mp4,Diverse,لَنْ,لن,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَهَا.mp4,Diverse,لَهَا,لها,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَهَّايَةٌ.mp4,Diverse,لَهَّايَةٌ,لهاية,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَهُ.mp4,Diverse,لَهُ,له,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَهُمْ.mp4,Diverse,لَهُمْ,لهم,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَوَّنَ (إِشَارَة 1).mp4,Diverse,لَوَّنَ,لون,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَوْزٌ.mp4,Diverse,لَوْزٌ,لوز,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَوْنٌ (إِشَارَة 1).mp4,Diverse,لَوْنٌ,لون,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَيْسَ (إِشَارَة 1).mp4,Diverse,لَيْسَ,ليس,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَيْسَ بَعْدُ.mp4,Diverse,لَيْسَ بَعْدُ,ليس بعد,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لَيْلٌ (إِشَارَة 1).mp4,Diverse,لَيْلٌ,ليل,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لُعْبَةٌ (إِشَارَة 1).mp4,Diverse,لُعْبَةٌ,لعبة,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لُعْبَةُ الْغُمَّيْضَةِ.mp4,Diverse,لُعْبَةُ الْغُمَّيْضَةِ,لعبة الغميضة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لُغَةٌ.mp4,Diverse,لُغَةٌ,لغة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لِأَنَّ (إِشَارَة 1).mp4,Diverse,لِأَنَّ,لأن,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لِتْرٌ.mp4,Diverse,لِتْرٌ,لتر,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لِحْيَةٌ طَوِيلَةٌ.mp4,Diverse,لِحْيَةٌ طَوِيلَةٌ,لحية طويلة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لِسَانٌ.mp4,Diverse,لِسَانٌ,لسان,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لِمَاذَا.mp4,Diverse,لِمَاذَا,لماذا,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لِي (إِشَارَة 1).mp4,Diverse,لِي,لي,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لِيبْيَا.mp4,Diverse,لِيبْيَا,ليبيا,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/لِيفَةُ الاِسْتِحْمَامِ (إِشَارَة 1).mp4,Diverse,لِيفَةُ الاِسْتِحْمَامِ,ليفة الاستحمام,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مَاءٌ.mp4,Diverse,مَاءٌ,ماء,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مَاءُ الْوَرْدِ (إِشَارَة 1).mp4,Diverse,مَاءُ الْوَرْدِ,ماء الورد,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مَاذَا.mp4,Diverse,مَاذَا,ماذا,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مَارَاطُونٌ.mp4,Diverse,مَارَاطُونٌ,ماراطون,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مَاكِرٌ.mp4,Diverse,مَاكِرٌ,ماكر,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مَالِيزْيَا.mp4,Diverse,مَالِيزْيَا,ماليزيا,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مَانْجَا.mp4,Diverse,مَانْجَا,مانجا,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مَائِدَةٌ.mp4,Diverse,مَائِدَةٌ,مائدة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مَأْوَى.mp4,Diverse,مَأْوَى,مأوى,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مَتَى (إِشَارَة 1).mp4,Diverse,مَتَى,متى,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مَتْجَرٌ (إِشَارَة 1).mp4,Diverse,مَتْجَرٌ,متجر,1,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مَثَلاً.mp4,Diverse,مَثَلاً,مثلا,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مَجْمُوعَةٌ.mp4,Diverse,مَجْمُوعَةٌ,مجموعة,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مَحَا.mp4,Diverse,مَحَا,محا,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مَحَطَّةُ الْوَقُودِ.mp4,Diverse,مَحَطَّةُ الْوَقُودِ,محطة الوقود,,train
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/مَحْكَمَةٌ ابْتِدَائِيَّةٌ.mp4,Diverse,مَحْكَمَةٌ ابْتِدَائِيَّةٌ,محكمة ابتدائية,,train
